case_name,release_date,author_judge,status,appeal_number
Lkq Corporation v. Gm Global Technology Operations LLC,2024-05-21,Stark,ingested,21-2348
Asociacion De Exportadores E Industriales v. United States,2024-05-20,Bryson,ingested,23-1162
Asociacion De Exportadores E Industriales v. United States,2024-05-20,STARK,ingested,23-1162
Dragon Intellectual Property LLC v. Dish Network L.L.C.,2024-05-20,Chief Judge,ingested,22-1621
Dragon Intellectual Property LLC v. Dish Network L.L.C.,2024-05-20,Stoll,ingested,22-1621
Smith v. McDonough,2024-05-20,STOLL,ingested,22-2169
Smith v. McDonough,2024-05-20,Linn,ingested,22-2169
Barry v. McDonough,2024-05-16,PROST,ingested,22-1747
Barry v. McDonough,2024-05-16,Lourie,ingested,22-1747
Creager Ireland v. United States,2024-05-16,Stoll,ingested,23-1163
Creager Ireland v. United States,2024-05-16,STOLL,ingested,23-1163
Saha Thai Steel Pipe Public Company Limited v. United States,2024-05-15,REYNA,ingested,22-2181
Saha Thai Steel Pipe Public Company Limited v. United States,2024-05-15,Reyna,ingested,22-2181
Copan Italia Spa v. Puritan Medical Products Company LLC,2024-05-14,Newman,ingested,22-1943
Copan Italia Spa v. Puritan Medical Products Company LLC,2024-05-14,STARK,ingested,22-1943
Dobyns v. United States,2024-05-10,TARANTO,ingested,21-2309
Dobyns v. United States,2024-05-10,TARANTO,ingested,21-2309
Perciavalle v. McDonough,2024-05-09,Taranto,ingested,23-1117
Perciavalle v. McDonough,2024-05-09,STARK,ingested,23-1117
Zircon Corp. v. Itc,2024-05-08,Bryson,ingested,22-1649
Zircon Corp. v. Itc,2024-05-08,STARK,ingested,22-1649
"Ioengine, LLC v. Ingenico Inc.",2024-05-03,STOLL,ingested,21-1227
"Ioengine, LLC v. Ingenico Inc.",2024-05-03,Chen,ingested,21-1227
Love v. McDonough,2024-05-03,Dyk,ingested,22-2285
Love v. McDonough,2024-05-03,Hughes,ingested,22-2285
"Packet Intelligence LLC v. Netscout Systems, Inc.",2024-05-02,STARK,ingested,22-2064
"Packet Intelligence LLC v. Netscout Systems, Inc.",2024-05-02,Stark,ingested,22-2064
Snaprays v. Lighting Defense Group,2024-05-02,Dyk,ingested,23-1184
Snaprays v. Lighting Defense Group,2024-05-02,Dyk,ingested,23-1184
Intellectual Tech LLC v. Zebra Technologies Corporation,2024-05-01,HUGHES,ingested,22-2207
Intellectual Tech LLC v. Zebra Technologies Corporation,2024-05-01,HUGHES,ingested,22-2207
Araujo v. Framboise Holdings Inc.,2024-04-30,STOLL,ingested,23-1142
Araujo v. Framboise Holdings Inc.,2024-04-30,STOLL,ingested,23-1142
Greene v. United States,2024-04-29,Bryson,ingested,23-1898
Greene v. United States,2024-04-29,STOLL,ingested,23-1898
Ute Indian Tribe of the Uintah & Ouray Indian v. United States,2024-04-25,DYK,ingested,21-1880
Ute Indian Tribe of the Uintah & Ouray Indian v. United States,2024-04-25,STARK,ingested,21-1880
Chavez v. McDonough,2024-04-19,STARK,ingested,22-1942
Chavez v. McDonough,2024-04-19,Bryson,ingested,22-1942
Jones v. MSPB,2024-04-19,STARK,ingested,22-1788
Jones v. MSPB,2024-04-19,Lourie,ingested,22-1788
Leming v. Hhs,2024-04-15,Stoll,ingested,23-1032
Leming v. Hhs,2024-04-15,STOLL,ingested,23-1032
"Luv N' Care, Ltd. v. Laurain",2024-04-12,STARK,ingested,22-1905
"Luv N' Care, Ltd. v. Laurain",2024-04-12,Stark,ingested,22-1905
Boyer v. United States,2024-04-11,Stark,ingested,22-1822
"Salix Pharmaceuticals, Ltd. v. Norwich Pharmaceuticals Inc.",2024-04-11,LOURIE,ingested,22-2153
"Salix Pharmaceuticals, Ltd. v. Norwich Pharmaceuticals Inc.",2024-04-11,Lourie,ingested,22-2153
Rimco Inc. v. United States,2024-04-08,Hughes,ingested,22-2079
"Ai Visualize, Inc. v. Nuance Communications, Inc.",2024-04-04,Reyna,ingested,22-2109
United States Steel Corporation v. United States,2024-04-04,Hughes,ingested,22-2078
Bader v. United States,2024-04-01,Dyk,ingested,22-2203
"Janssen Pharmaceuticals, Inc. v. Teva Pharmaceuticals USA, Inc.",2024-04-01,Prost,ingested,22-1258
Brumfield v. Ibg LLC,2024-03-27,HUGHES,ingested,22-1630
Brumfield v. Ibg LLC,2024-03-27,Taranto,ingested,22-1630
"Inline Plastics Corp. v. Lacerta Group, LLC",2024-03-27,HUGHES,ingested,22-1954
"Inline Plastics Corp. v. Lacerta Group, LLC",2024-03-27,HUGHES,ingested,22-1954
Thomas v. McDonough,2024-03-27,Reyna,ingested,22-1504
Thomas v. McDonough,2024-03-27,CUNNINGHAM,ingested,22-1504
"Virtek Vision International Ulc v. Assembly Guidance Systems, Inc.",2024-03-27,Stark,ingested,22-1998
"Virtek Vision International Ulc v. Assembly Guidance Systems, Inc.",2024-03-27,Stark,ingested,22-1998
Boyer v. United States,2024-03-26,Dyk,ingested,22-1822
Boyer v. United States,2024-03-26,Stoll,ingested,22-1822
Edwards Lifesciences Corporation v. Meril Life Sciences Pvt. Ltd.,2024-03-25,Mayer,ingested,22-1877
Edwards Lifesciences Corporation v. Meril Life Sciences Pvt. Ltd.,2024-03-25,STOLL,ingested,22-1877
Vest v. McDonough,2024-03-08,Clevenger,ingested,22-1869
Rkw Klerks Inc. v. United States,2024-03-07,Chen,ingested,23-1210
Avue Technologies Corporation v. Hhs,2024-03-06,Stark,ingested,22-1784
"Maxell, Ltd. v. Amperex Technology Limited",2024-03-06,Taranto,ingested,23-1194
"Chewy, Inc. v. IBM",2024-03-05,CUNNINGHAM,ingested,22-1756
Pfizer Inc. v. Sanofi Pasteur Inc.,2024-03-05,Lourie,ingested,19-1871
Lewis v. Bop,2024-03-04,Dyk,ingested,23-2015
Tippins v. United States,2024-03-01,Taranto,ingested,22-1462
Beaudette v. McDonough,2024-02-27,Stoll,ingested,22-1264
Beaudette v. McDonough,2024-02-27,Stoll,ingested,22-1264
"Freshub, Inc. v. amazon.com, Inc.",2024-02-26,Taranto,ingested,22-1391
"Freshub, Inc. v. amazon.com, Inc.",2024-02-26,CHEN,ingested,22-1391
W. J. v. Hhs,2024-02-21,Stark,ingested,22-2119
W. J. v. Hhs,2024-02-21,Per Curiam,ingested,22-2119
"Promptu Systems Corporation v. Comcast Cable Communications, LLC",2024-02-16,Moore,ingested,22-1093
"Promptu Systems Corporation v. Comcast Cable Communications, LLC",2024-02-16,Per Curiam,ingested,22-1093
Promptu Systems Corporation v. Comcast Corporation,2024-02-16,Moore,ingested,22-1939
Promptu Systems Corporation v. Comcast Corporation,2024-02-16,TARANTO,ingested,22-1939
"Great Northern Properties, L.P. v. United States",2024-02-15,"US




 DYK",ingested,22-2086
"Great Northern Properties, L.P. v. United States",2024-02-15,Stoll,ingested,22-2086
"Naterra International, Inc. v. Bensalem",2024-02-15,CUNNINGHAM,ingested,22-1872
"Naterra International, Inc. v. Bensalem",2024-02-15,CUNNINGHAM,ingested,22-1872
Stinson v. McDonough,2024-02-15,STARK,ingested,23-1090
Stinson v. McDonough,2024-02-15,Reyna,ingested,23-1090
In Re CHESTEK PLLC,2024-02-13,STOLL,ingested,22-1843
In Re CHESTEK PLLC,2024-02-13,STOLL,ingested,22-1843
Soto v. United States,2024-02-12,Stark,ingested,22-2011
Soto v. United States,2024-02-12,HUGHES,ingested,22-2011
Soto v. United States,2024-02-12,HUGHES,ingested,22-2011
"Rai Strategic Holdings, Inc. v. Philip Morris Products S.A.",2024-02-09,CUNNINGHAM,ingested,22-1862
"Rai Strategic Holdings, Inc. v. Philip Morris Products S.A.",2024-02-09,CUNNINGHAM,ingested,22-1862
University of South Florida Board of Trustees v. United States,2024-02-09,STOLL,ingested,22-2248
University of South Florida Board of Trustees v. United States,2024-02-09,Taranto,ingested,22-2248
"Weber, Inc. v. Provisur Technologies, Inc.",2024-02-08,STARK,ingested,22-1751
"Weber, Inc. v. Provisur Technologies, Inc.",2024-02-08,STARK,ingested,22-1751
"Google LLC v. Ecofactor, Inc.",2024-02-07,Reyna,ingested,22-1750
"Google LLC v. Ecofactor, Inc.",2024-02-07,STARK,ingested,22-1750
Conyers v. McDonough,2024-01-30,REYNA,ingested,23-1525
Conyers v. McDonough,2024-01-30,Reyna,ingested,23-1525
"Rev, LLC v. United States",2024-01-29,Stark,ingested,22-1759
"Rev, LLC v. United States",2024-01-29,STARK,ingested,22-1759
Erb v. Treasury,2024-01-24,Chen,ingested,21-1756
"Strategic Technology Institute, Inc. v. Secretary of Defense",2024-01-24,Hughes,ingested,22-1763
Lambro v. United States,2024-01-22,Taranto,ingested,22-2249
"Roku, Inc. v. Itc",2024-01-19,Hughes,ingested,22-1386
"Cywee Group Ltd. v. Zte (Usa), Inc.",2024-01-18,Prost,ingested,21-1855
"Great Concepts, LLC v. Chutter, Inc.",2024-01-10,Stark,ingested,22-1212
"Pacific Biosciences of California, Inc. v. Personal Genomics Taiwan, Inc.",2024-01-09,HUGHES,ingested,22-1410
"Dexcom, Inc. v. Abbott Diabetes Care, Inc.",2024-01-03,KAJ,ingested,23-1795
Philadelphia Energy Solutions Refining v. United States,2024-01-03,Lourie,ingested,22-1834
B.H. Aircraft Company Inc. v. United States,2024-01-02,Stark,ingested,22-1766
"K-Fee System Gmbh v. Nespresso USA, Inc.",2023-12-26,STOLL,ingested,22-2042
Torres v. Dhs,2023-12-20,HUGHES,ingested,22-2003
Allen v. United States,2023-12-18,Per Curiam,ingested,23-1305
"Parkervision, Inc. v. Vidal",2023-12-15,Chen,ingested,22-1548
Winkler v. Hhs,2023-12-13,STARK,ingested,22-1960
Nova group/tutor-saliba v. United States,2023-12-11,Stark,ingested,22-1740
H. Lundbeck A/S v. Lupin Ltd.,2023-12-07,Dyk,ingested,22-1194
Magid Glove & Safety Manufacturing Co. LLC v. United States,2023-12-06,Reyna,ingested,22-1793
Saha Thai Steel Pipe Public Company Limited v. United States,2023-12-04,Hughes,ingested,22-1175
Vlsi Technology LLC v. Intel Corporation,2023-12-04,Taranto,ingested,22-1906
Barlow v. United States,2023-11-22,Cunningham,ingested,22-1381
"Purdue Pharma L.P. v. Collegium Pharmaceutical, Inc.",2023-11-21,Dyk,ingested,22-1482
"Medtronic, Inc. v. Teleflex Life Sciences Limited",2023-11-16,Lourie,ingested,22-1721
Solar Energy Industries Association v. United States,2023-11-13,Stark,ingested,22-1392
"Allgenesis Biotherapeutics Inc. v. Cloudbreak Therapeutics, LLC",2023-11-07,CUNNINGHAM,ingested,22-1706
Bell v. McDonough,2023-11-07,Hughes,ingested,22-1670
Actelion Pharmaceuticals Ltd v. Mylan Pharmaceuticals Inc.,2023-11-06,Stoll,ingested,22-1889
In Re PERSONALWEB TECHNOLOGIES LLC,2023-11-03,Reyna,ingested,21-1858
Malvern Panalytical Inc. v. Ta Instruments-Waters LLC,2023-11-01,Prost,ingested,22-1439
"Netflix, Inc. v. Divx, LLC",2023-10-25,Dyk,ingested,22-1203
"Abs Global, Inc. v. cytonome/st, LLC",2023-10-19,STARK,ingested,22-1761
"Great Concepts, LLC v. Chutter, Inc.",2023-10-18,Stark,ingested,22-1212
"Corephotonics, Ltd. v. Apple Inc.",2023-10-16,Stark,ingested,22-1340
"Cyntec Company, Ltd. v. Chilisin Electronics Corp.",2023-10-16,Stoll,ingested,22-1873
"Finjan LLC v. Sonicwall, Inc.",2023-10-13,Cunningham,ingested,22-1048
"Schwendimann v. Neenah, Inc.",2023-10-06,Clevenger,ingested,22-1333
"Sisvel International S.A. v. Sierra Wireless, Ulc",2023-10-06,Gajarsa,ingested,22-1493
Stimson Lumber Company v. United States,2023-10-02,CUNNINGHAM,ingested,22-1201
"Elekta Limited v. Zap Surgical Systems, Inc.",2023-09-21,STARK,ingested,21-1985
Gss Holdings (Liberty) Inc. v. United States,2023-09-21,Newman,ingested,21-2353
"Baxalta Incorporated v. Genentech, Inc.",2023-09-20,Tbd,ingested,22-1461
"Columbia Sportswear North America, Inc. v. Seirus Innovative Accessories, Inc.",2023-09-15,Prost,ingested,12-1162
"Apple Inc. v. Corephotonics, Ltd.",2023-09-11,STARK,ingested,22-1350
"Apple Inc. v. Corephotonics, Ltd.",2023-09-11,STARK,ingested,22-1350
"Netflix, Inc. v. Divx, LLC",2023-09-11,STARK,ingested,22-1138
"Netflix, Inc. v. Divx, LLC",2023-09-11,STARK,ingested,22-1138
Full Member Subgroup of the American Institute v. United States,2023-09-07,Reyna,ingested,22-1176
Full Member Subgroup of the American Institute v. United States,2023-09-07,Cunningham,ingested,22-1176
"Sisvel International S.A. v. Sierra Wireless, Inc.",2023-09-01,Gajarsa,ingested,22-1387
"Sisvel International S.A. v. Sierra Wireless, Inc.",2023-09-01,STARK,ingested,22-1387
"In Re CELLECT, LLC",2023-08-28,Mayer,ingested,22-1293
"In Re CELLECT, LLC",2023-08-28,REYNA,ingested,22-1293
"Volvo Penta of the Americas, LLC v. Brunswick Corporation",2023-08-24,CUNNINGHAM,ingested,22-1765
"Volvo Penta of the Americas, LLC v. Brunswick Corporation",2023-08-24,Lourie,ingested,22-1765
"Ecc International Constructors, LLC v. Secretary of the Army",2023-08-22,Prost,ingested,21-2323
"Ecc International Constructors, LLC v. Secretary of the Army",2023-08-22,CUNNINGHAM,ingested,21-2323
"Incept LLC v. Palette Life Sciences, Inc.",2023-08-16,Newman,ingested,21-2063
"Incept LLC v. Palette Life Sciences, Inc.",2023-08-16,SCHALL,ingested,21-2063
"Rembrandt Diagnostics, Lp v. Alere, Inc.",2023-08-11,Reyna,ingested,21-1796
"Rembrandt Diagnostics, Lp v. Alere, Inc.",2023-08-11,REYNA,ingested,21-1796
"Axonics, Inc. v. Medtronic, Inc.",2023-08-07,Dyk,ingested,22-1532
Bufkin v. McDonough,2023-08-03,Hughes,ingested,22-1089
Cavaciuti v. McDonough,2023-08-03,Lourie,ingested,22-1531
Johnson v. United States,2023-08-03,STARK,ingested,22-1399
"United States v. Katana Racing, Inc.",2023-08-03,Schall,ingested,22-1832
"Royal Brush Manufacturing, Inc. v. United States",2023-07-27,Dyk,ingested,22-1226
Perciavalle v. McDonough,2023-07-25,Dyk,ingested,22-1491
"United Therapeutics Corporation v. Liquidia Technologies, Inc.",2023-07-24,STOLL,ingested,22-2217
"United Therapeutics Corporation v. Liquidia Technologies, Inc.",2023-07-24,Lourie,ingested,22-2217
Grounds v. McDonough,2023-07-14,STARK,ingested,22-1607
Grounds v. McDonough,2023-07-14,Stark,ingested,22-1607
Snipr Technologies Limited v. Rockefeller University,2023-07-14,HUGHES,ingested,22-1260
Snipr Technologies Limited v. Rockefeller University,2023-07-14,Chen,ingested,22-1260
"Trinity Info Media, LLC v. Covalent, Inc.",2023-07-14,CUNNINGHAM,ingested,22-1308
"Trinity Info Media, LLC v. Covalent, Inc.",2023-07-14,CUNNINGHAM,ingested,22-1308
"In Re FLOAT""N""GRILL LLC",2023-07-12,CUNNINGHAM,ingested,22-1438
"In Re FLOAT""N""GRILL LLC",2023-07-12,CUNNINGHAM,ingested,22-1438
"Axonics, Inc. v. Medtronic, Inc.",2023-07-10,TARANTO,ingested,22-1451
"Axonics, Inc. v. Medtronic, Inc.",2023-07-10,TARANTO,ingested,22-1451
Williams v. Bop,2023-07-06,Hughes,ingested,22-1575
Williams v. Bop,2023-07-06,Hughes,ingested,22-1575
"Inguran, LLC v. Abs Global, Inc.",2023-07-05,REYNA,ingested,22-1385
"Inguran, LLC v. Abs Global, Inc.",2023-07-05,REYNA,ingested,22-1385
Lkq Corporation v. Gm Global Technology Operations LLC,2023-06-30,Per Curiam,ingested,21-2348
Lkq Corporation v. Gm Global Technology Operations LLC,2023-06-30,Stark,ingested,21-2348
Webb v. McDonough,2023-06-29,STOLL,ingested,22-1243
Webb v. McDonough,2023-06-29,Stoll,ingested,22-1243
Jenkins v. United States,2023-06-28,STARK,ingested,22-1378
Jenkins v. United States,2023-06-28,Moore,ingested,22-1378
"Medytox, Inc. v. Galderma S.A.",2023-06-27,Reyna,ingested,22-1165
"Medytox, Inc. v. Galderma S.A.",2023-06-27,STARK,ingested,22-1165
"Spireon, Inc. v. Flex Ltd.",2023-06-26,REYNA,ingested,22-1578
"Spireon, Inc. v. Flex Ltd.",2023-06-26,REYNA,ingested,22-1578
"Ideker Farms, Inc. v. United States",2023-06-16,Taranto,ingested,21-1849
"Ideker Farms, Inc. v. United States",2023-06-16,Cunningham,ingested,21-1849
Taylor v. McDonough,2023-06-15,Stark,ingested,19-2211
Taylor v. McDonough,2023-06-15,Taranto,ingested,19-2211
In Re COUVARAS,2023-06-14,STOLL,ingested,22-1489
In Re COUVARAS,2023-06-14,STOLL,ingested,22-1489
"Parus Holdings, Inc. v. Google LLC",2023-06-12,REYNA,ingested,22-1269
"Parus Holdings, Inc. v. Google LLC",2023-06-12,REYNA,ingested,22-1269
"Blue Gentian, LLC v. Tristar Products, Inc.",2023-06-09,Prost,ingested,21-2316
"Blue Gentian, LLC v. Tristar Products, Inc.",2023-06-09,STARK,ingested,21-2316
"Transportation v. Eagle Peak Rock & Paving, Inc.",2023-06-06,Taranto,ingested,21-1837
"Transportation v. Eagle Peak Rock & Paving, Inc.",2023-06-06,TARANTO,ingested,21-1837
Yita LLC v. MacNeil Ip LLC,2023-06-06,STOLL,ingested,22-1373
Yita LLC v. MacNeil Ip LLC,2023-06-06,STOLL,ingested,22-1373
Hampton v. McDonough,2023-06-05,HUGHES,ingested,22-1359
Hampton v. McDonough,2023-06-05,Hughes,ingested,22-1359
"Medtronic, Inc. v. Teleflex Innovations S.A.R.L.",2023-06-05,Dyk,ingested,21-2359
"Medtronic, Inc. v. Teleflex Innovations S.A.R.L.",2023-06-05,Dyk,ingested,21-2359
"Medtronic, Inc. v. Teleflex Innovations S.A.R.L.",2023-06-05,Dyk,ingested,21-2357
"Medtronic, Inc. v. Teleflex Innovations S.A.R.L.",2023-06-05,Dyk,ingested,21-2357
"City of Wilmington, Delaware v. United States",2023-05-31,Prost,ingested,22-1581
"City of Wilmington, Delaware v. United States",2023-05-31,CHEN,ingested,22-1581
Kelly v. United States,2023-05-30,STOLL,ingested,22-1365
Kelly v. United States,2023-05-30,STOLL,ingested,22-1365
"Medtronic, Inc. v. Teleflex Innovations S.A.R.L.",2023-05-24,Lourie,ingested,21-2356
"Medtronic, Inc. v. Teleflex Innovations S.A.R.L.",2023-05-24,LOURIE,ingested,21-2356
"Onesubsea Ip Uk Limited v. Fmc Technologies, Inc.",2023-05-23,CLEVENGER,ingested,22-1099
"Onesubsea Ip Uk Limited v. Fmc Technologies, Inc.",2023-05-23,Clevenger,ingested,22-1099
"M.R. Pittman Group, LLC v. United States",2023-05-22,HUGHES,ingested,21-2325
Canadian Solar International v. United States,2023-05-19,Chen,ingested,20-2162
Nordby v. Ssa,2023-05-11,STARK,ingested,21-2280
"Caci, Inc.-Federal v. United States",2023-05-10,Dyk,ingested,22-1488
Dixon v. United States,2023-05-10,Taranto,ingested,22-1564
Bot M8 LLC v. Sony Interactive Entertainment LLC,2023-05-09,Prost,ingested,22-1291
Sanofi-Aventis Deutschland Gmbh v. Mylan Pharmaceuticals Inc.,2023-05-09,Cunningham,ingested,21-1981
United Cannabis Corporation v. Pure Hemp Collective Inc.,2023-05-08,STARK,ingested,22-1363
Frazier v. McDonough,2023-05-05,Bryson,ingested,22-1184
"Hip, Inc. v. Hormel Foods Corporation",2023-05-02,TARANTO,ingested,22-1696
Moore v. United States,2023-04-28,STARK,ingested,22-1475
Moore v. United States,2023-04-28,STARK,ingested,22-1475
Bean v. McDonough,2023-04-26,Schall,ingested,22-1447
Crawford v. United States,2023-04-26,Stark,ingested,22-1585
Committee Overseeing Action for Lumber v. United States,2023-04-25,Taranto,ingested,22-1021
Lockheed Martin Aeronautics Company v. Secretary of the Air Force,2023-04-25,Reyna,ingested,22-1035
Viterna v. McDonough,2023-04-20,Dyk,ingested,22-1061
fs.com Inc. v. Itc,2023-04-20,Chen,ingested,22-1228
Amgen Inc. v. Sandoz Inc.,2023-04-19,STARK,ingested,22-1149
Amgen Inc. v. Sandoz Inc.,2023-04-19,Lourie,ingested,22-1147
Zhejiang MacHinery Import & Export Corp. v. United States,2023-04-14,Reyna,ingested,21-2257
In Re CHARGER VENTURES LLC,2023-04-13,STARK,ingested,22-1094
Al Ghurair Iron & Steel LLC v. United States,2023-04-12,Reyna,ingested,22-1199
"Healthier Choices Management Corp. v. Philip Morris USA, Inc.",2023-04-12,Stoll,ingested,22-1268
Sanderling Management Ltd. v. Snap Inc.,2023-04-12,STARK,ingested,21-2173
"Sequoia Technology, LLC v. Dell, Inc.",2023-04-12,Stoll,ingested,21-2263
"Ucb, Inc. v. Actavis Laboratories Ut, Inc.",2023-04-12,Kaj,ingested,21-1924
"Arbutus Biopharma Corporation v. Modernatx, Inc.",2023-04-11,Reyna,ingested,20-1183
Pickett v. McDonough,2023-04-06,Stoll,ingested,22-1057
"Sas Institute, Inc. v. World Programming Limited",2023-04-06,Reyna,ingested,21-1542
Salazar v. At&t Mobility LLC,2023-04-05,Stoll,ingested,21-2320
Bertini v. Apple Inc.,2023-04-04,Chen,ingested,21-2301
Roane v. McDonough,2023-04-04,Hughes,ingested,21-2187
Ironburg Inventions Ltd. v. Valve Corporation,2023-04-03,Stark,ingested,21-2296
Ironburg Inventions Ltd. v. Valve Corporation,2023-04-03,STARK,ingested,21-2296
Rueter v. Commerce,2023-04-03,CUNNINGHAM,ingested,21-2216
Philip Morris Products S.A. v. Itc,2023-03-31,Stoll,ingested,22-1227
"Roku, Inc. v. Universal Electronics, Inc.",2023-03-31,Stoll,ingested,22-1058
Military-Veterans Advocacy v. Secretary of Veterans Affairs,2023-03-22,Newman,ingested,20-1537
Military-Veterans Advocacy v. Secretary of Veterans Affairs,2023-03-22,NEWMAN,ingested,20-1537
Crews v. McDonough,2023-03-16,Hughes,ingested,21-2030
Crews v. McDonough,2023-03-16,HUGHES,ingested,21-2030
Borusan Mannesmann Boru Sanayi Ve Ticaret A.S. v. United States,2023-03-15,Taranto,ingested,21-2097
Borusan Mannesmann Boru Sanayi Ve Ticaret A.S. v. United States,2023-03-15,TARANTO,ingested,21-2097
"Alterwan, Inc. v. amazon.com, Inc.",2023-03-13,Dyk,ingested,22-1349
"Alterwan, Inc. v. amazon.com, Inc.",2023-03-13,STOLL,ingested,22-1349
Apple Inc. v. Vidal,2023-03-13,Taranto,ingested,22-1249
Apple Inc. v. Vidal,2023-03-13,Stoll,ingested,22-1249
Intel Corporation v. Pact Xpp Schweiz Ag,2023-03-13,HUGHES,ingested,22-1037
Intel Corporation v. Pact Xpp Schweiz Ag,2023-03-13,HUGHES,ingested,22-1037
Roman v. United States,2023-03-09,HUGHES,ingested,22-1015
Roman v. United States,2023-03-09,HUGHES,ingested,22-1015
Spicer v. McDonough,2023-03-08,STOLL,ingested,22-1239
Spicer v. McDonough,2023-03-08,Stoll,ingested,22-1239
May v. McDonough,2023-03-06,PROST,ingested,22-1803
May v. McDonough,2023-03-06,Newman,ingested,22-1803
"Regents of the University of Minnesota v. Gilead Sciences, Inc.",2023-03-06,STOLL,ingested,21-2168
"Regents of the University of Minnesota v. Gilead Sciences, Inc.",2023-03-06,STOLL,ingested,21-2168
China Custom Manufacturing Inc. v. United States,2023-03-02,Chen,ingested,22-1345
China Custom Manufacturing Inc. v. United States,2023-03-02,CUNNINGHAM,ingested,22-1345
American Federation v. Air Force,2023-02-27,Reyna,ingested,21-1488
"Jazz Pharmaceuticals, Inc. v. Avadel Cns Pharmaceuticals, LLC",2023-02-24,Lourie,ingested,23-1186
